No.|Object Name|RA|DEC|Type|Velocity|Redshift|Redshift Flag|Magnitude and Filter|Separation|References|Notes|Photometry Points|Positions|Redshift Points|Diameter Points|Associations
198|WISEA J110038.10+083213.8|165.15876 |   8.53719 |G| 18187| 0.060664 |SLS |17.2g|  0.000|17|0|63|6|4|10|0
199|WISEA J110038.33-031445.7|165.15974 |  -3.24604 |G| 20124| 0.067128 |SUN |18.19|  0.000|2|0|17|4|2|0|0
200|WISEA J110038.39+083134.3|165.15998 |   8.52620 |G| 17943| 0.059850 |IFO |18.2g|  0.000|3|0|33|3|1|4|0
201|2MASX J11003896+0854227|165.16228 |   8.90635 |G| 10269| 0.034253 |SLS |16.1g|  0.000|24|0|56|12|11|10|0
202|WISEA J110039.12+090150.7|165.16300 |   9.03076 |G| 18176| 0.060627 |SLS |17.9g|  0.000|12|0|52|5|2|8|0
203|2MASX J11003962+0859277|165.16518 |   8.99082 |G| 18710| 0.062410 |SLS |17.1g|  0.000|23|0|55|9|7|10|0
204|UGC 06091|165.16535 |   9.87663 |G| 10715| 0.035741 |SLS |15.1g|  0.000|59|1|75|22|18|15|0
205|2MASX J11003974+0913417|165.16581 |   9.22812 |G| 10699| 0.035688 |SLS |16.9g|  0.000|22|0|55|9|7|10|0
206|WISEA J110040.23+072340.5|165.16764 |   7.39459 |G| 21490| 0.071684 |SLS |18.5g|  0.000|13|0|55|6|3|8|0
207|WISEA J110040.28+085635.3|165.16784 |   8.94316 |G| 22535| 0.075167 |SLS |18.3g|  0.000|7|0|51|5|3|8|0
208|WISEA J110040.68+070000.9|165.16952 |   7.00028 |G| 25100| 0.083725 |SLS |17.7g|  0.000|14|0|44|7|2|4|0
209|WISEA J110040.84+071324.0|165.17018 |   7.22334 |G| 21543| 0.071861 |SLS |16.4g|  0.000|25|0|53|9|6|6|0
210|WISEA J110041.10+002743.2|165.17129 |   0.46202 |G| 25470| 0.084958 |SLS |18.2g|  0.000|13|0|62|9|5|8|0
211|WISEA J110041.11-032949.6|165.17132 |  -3.49712 |G|  9893| 0.033000 |SUN |18.70|  0.000|2|0|17|4|1|0|0
212|WISEA J110041.29-025141.3|165.17206 |  -2.86148 |G| 18675| 0.062293 |SUN |19.47|  0.000|1|0|17|4|2|0|0
213|CGCG 038-085|165.17400 |   4.12491 |G|  3709| 0.012371 |SLS |15.7 |  0.000|14|0|49|11|5|6|0
214|SDSS J110042.10+081525.7|165.17549 |   8.25718 |G| 14930| 0.049800 |SLS |17.0g|  0.000|11|0|28|5|3|4|0
215|LCRS B105810.6-064403|165.17593 |  -7.00302 |G| 14666| 0.048919 |PUN |15.75|  0.000|2|0|32|7|1|2|0
216|WISEA J110042.28+043206.8|165.17620 |   4.53524 |G| 17638| 0.058833 |SLS |17.3g|  0.000|12|0|38|6|3|4|0
217|WISEA J110042.30+094229.8|165.17625 |   9.70830 |G| 22320| 0.074452 |SLS |17.8g|  0.000|12|0|57|6|2|8|0
218|WISEA J110042.60+083104.7|165.17752 |   8.51799 |G| 18566| 0.061931 |SLS |16.6g|  0.000|25|0|63|7|4|10|0
219|WISEA J110042.62+055006.1|165.17762 |   5.83504 |G| 22498| 0.075044 |SLS |18.1g|  0.000|15|0|54|6|4|8|0
220|WISEA J110042.67-073014.4|165.17780 |  -7.50402 |G| 23561| 0.078592 |PUN |17.61|  0.000|2|0|28|5|1|2|0
221|WISEA J110042.74-002516.3|165.17811 |  -0.42120 |G| 13035| 0.043480 |SLS |18.5g|  0.000|14|0|57|8|5|8|0
222|WISEA J110043.18+075259.8|165.17994 |   7.88329 |G| 26739| 0.089193 |SLS |18.2g|  0.000|14|0|65|7|5|10|0
223|LCRS B105811.3-060828|165.18000 |  -6.40994 |G|  9563| 0.031900 |SUN |17.57|  0.000|1|0|6|4|1|0|0
224|LCRS B105811.7-053258|165.18208 |  -5.81813 |G| 16249| 0.054200 |SUN |18.31|  0.000|1|0|18|5|1|0|0
225|WISEA J110043.72+034750.9|165.18220 |   3.79749 |G| 22416| 0.074773 |SLS |18.5g|  0.000|13|0|59|7|3|8|0
226|2MASX J11004394+0902427|165.18317 |   9.04527 |G| 10609| 0.035389 |SLS |17.5g|  0.000|24|0|59|11|10|10|0
227|WISEA J110044.07+062437.3|165.18363 |   6.41036 |G| 17356| 0.057892 |SLS |17.0g|  0.000|18|0|63|8|7|10|0
228|WISEA J110044.16+044721.9|165.18401 |   4.78944 |G| 21555| 0.071899 |SLS |18.3g|  0.000|12|0|57|6|3|8|0
229|LCRS B105811.5-031426|165.18422 |  -3.50925 |G| 20899| 0.069713 |SUN |16.93|  0.000|2|0|32|7|2|2|0
230|SDSS J110044.24+024137.2|165.18437 |   2.69368 |G| 21084| 0.070330 |SLS |21.3g|  0.000|2|0|19|2|1|4|0
231|LCRS B105812.4-053201|165.18521 |  -5.80246 |G| 16339| 0.054500 |SUN |17.98|  0.000|1|0|18|5|1|0|0
232|WISEA J110044.45+040703.6|165.18524 |   4.11769 |G| 10922| 0.036433 |SLS |16.5g|  0.000|19|0|64|8|6|10|0
233|WISEA J110044.80+002644.5|165.18670 |   0.44571 |G| 26000| 0.086728 |SUN |18.45|  0.000|2|0|36|6|2|4|0
234|2MFGC 08589|165.18910 |  -6.57845 |G|  8998| 0.030014 |SUN |14.32|  0.000|26|0|43|13|8|2|0
235|2dFGRS N164Z150|165.18916 |  -3.82144 |G| 10493| 0.035000 |SUN |19.12|  0.000|1|0|19|4|1|0|0
236|WISEA J110045.63-010942.1|165.19013 |  -1.16171 |G| 25484| 0.085004 |SUN |19.03|  0.000|2|0|36|6|2|4|0
237|LCRS B105813.2-023317|165.19230 |  -2.82349 |G| 10680| 0.035625 |SUN |17.34|  0.000|3|0|23|6|2|0|0
238|WISEA J110046.65-061916.2|165.19439 |  -6.32118 |G|  9137| 0.030478 |SUN |18.19|  0.000|1|0|17|4|2|0|0
239|WISEA J110046.70-002349.0|165.19461 |  -0.39696 |G| 13093| 0.043673 |SLS |16.0g|  0.000|29|0|78|14|12|10|0
240|LCRS B105814.9-060650|165.19464 |  -6.38288 |G|  9290| 0.030988 |SUN |16.54|  0.000|2|0|18|4|1|0|0
241|WISEA J110046.72-071343.9|165.19469 |  -7.22887 |G|  7812| 0.026058 |SLS |16.63|  0.000|1|0|13|3|1|0|0
242|WISEA J110046.97+013552.8|165.19572 |   1.59801 |G| 29598| 0.098728 |SLS |17.50|  0.000|6|0|47|7|3|6|0
243|WISEA J110047.04+013520.4|165.19603 |   1.58901 |G| 29350| 0.097900 |SUN |18.43|  0.000|5|0|38|6|1|4|1
244|WISEA J110047.33+075442.9|165.19721 |   7.91194 |G| 11392| 0.038000 |SLS |16.5g|  0.000|21|0|71|10|7|10|0
245|WISEA J110047.39+094143.9|165.19748 |   9.69554 |G| 10858| 0.036220 |SLS |16.8g|  0.000|18|0|62|6|5|10|0
246|WISEA J110047.42-022435.6|165.19761 |  -2.40990 |G| 13790| 0.046000 |SUN |17.83|  0.000|1|0|17|4|1|0|0
247|WISEA J110047.47+023630.8|165.19780 |   2.60858 |G| 17413| 0.058082 |SLS |18.2g|  0.000|12|0|53|5|3|8|0
248|WISEA J110047.88-050403.1|165.19951 |  -5.06753 |G| 20578| 0.068642 |SUN |17.89|  0.000|2|0|17|4|2|0|0
249|WISEA J110048.03+094625.8|165.20015 |   9.77384 |G| 10528| 0.035116 |SLS |17.1g|  0.000|17|0|57|6|3|8|0
250|LCRS B105815.5-032248|165.20092 |  -3.64863 |G| 20350| 0.067880 |SUN |16.22|  0.000|3|0|29|6|2|2|0
251|WISEA J110049.00-011044.3|165.20420 |  -1.17897 |G| 22240| 0.074185 |SLS |18.3g|  0.000|8|0|47|9|5|4|0
252|WISEA J110049.33+002357.5|165.20557 |   0.39931 |G| 25778| 0.085985 |SUN |16.6g|  0.000|9|0|51|8|4|6|0
253|LCRS B105818.7-062220|165.21057 |  -6.64129 |G|  9390| 0.031322 |SUN |16.78|  0.000|1|0|29|5|1|2|0
254|WISEA J110050.59+021323.5|165.21083 |   2.22321 |G| 28463| 0.094944 |SLS |17.7g|  0.000|13|0|56|8|4|8|0
255|WISEA J110050.79+042329.4|165.21165 |   4.39152 |G|  6622| 0.022089 |SLS |17.9g|  0.000|20|0|63|10|6|8|0
256|WISEA J110051.19+002401.0|165.21332 |   0.40029 |G| 25991| 0.086695 |SLS |18.6g|  0.000|10|0|56|8|4|8|0
257|WISEA J110051.21+000327.6|165.21339 |   0.05769 |G| 19626| 0.065464 |SLS |16.8g|  0.000|16|0|45|6|6|6|0
258|WISEA J110051.98-003228.3|165.21662 |  -0.54122 |G| 28886| 0.096352 |SUN |19.0g|  0.000|1|0|36|6|2|4|0
259|WISEA J110052.12+090702.9|165.21719 |   9.11749 |G| 10592| 0.035330 |SLS |17.4g|  0.000|18|0|63|6|3|10|0
260|WISEA J110052.56+075549.5|165.21901 |   7.93043 |G| 21688| 0.072342 |SLS |18.0g|  0.000|14|0|59|7|3|8|0
261|WISEA J110053.07+053017.0|165.22113 |   5.50473 |G| 28483| 0.095010 |SLS |17.6g|  0.000|15|0|67|9|5|10|0
262|WISEA J110053.28+095956.1|165.22204 |   9.99892 |G| 22377| 0.074641 |SLS |18.4g|  0.000|13|0|47|5|3|6|0
263|WISEA J110053.54+071632.9|165.22310 |   7.27582 |G| 11268| 0.037585 |SLS |17.6g|  0.000|12|0|38|6|3|4|0
264|LCRS B105821.1-033335|165.22437 |  -3.82856 |G|  5906| 0.019700 |SUN |15.13|  0.000|4|0|39|8|3|2|0
265|WISEA J110053.96-043321.0|165.22487 |  -4.55585 |G| 10546| 0.035176 |SUN |18.64|  0.000|1|0|22|5|2|0|0
266|MCG -01-28-021|165.22505 |  -6.69790 |G|  9336| 0.031141 |SLS |15.75|  0.000|13|0|34|9|6|4|0
267|WISEA J110054.92+090518.4|165.22886 |   9.08847 |G| 20899| 0.069710 |SLS |18.1g|  0.000|14|0|53|5|3|8|0
268|SDSS J110055.43+033909.3|165.23099 |   3.65261 |G| 10994| 0.036673 |SLS |18.2g|  0.000|13|0|43|5|3|8|0
269|WISEA J110055.66-041059.3|165.23193 |  -4.18314 |G| 11542| 0.038500 |SUN |19.14|  0.000|1|0|13|3|1|0|0
270|WISEA J110055.76-020104.6|165.23235 |  -2.01797 |G| 14000| 0.046700 |SUN |18.00|  0.000|1|0|32|6|1|2|0
271|WISEA J110056.06+055243.7|165.23360 |   5.87881 |G| 22417| 0.074776 |SLS |17.5g|  0.000|16|0|54|5|3|8|0
272|LCRS B105823.7-022352|165.23637 |  -2.66639 |G| 13905| 0.046383 |SUN |17.10|  0.000|4|0|33|8|4|2|0
273|WISEA J110056.78-021028.9|165.23662 |  -2.17471 |G| 14302| 0.047706 |SUN |18.89|  0.000|1|0|17|4|2|0|0
274|WISEA J110056.95-073913.5|165.23732 |  -7.65377 |G| 21732| 0.072489 |PUN |17.39|  0.000|2|0|28|5|1|2|0
275|WISEA J110057.01-023916.2|165.23754 |  -2.65451 |G| 14210| 0.047400 |SUN |18.88|  0.000|1|0|17|4|1|0|0
276|WISEA J110057.89-040349.8|165.24124 |  -4.06384 |G| 20633| 0.068824 |SUN |18.36|  0.000|1|0|19|5|2|0|0
277|WISEA J110058.38-070410.8|165.24327 |  -7.06969 |G|  7801| 0.026021 |SLS |16.59|  0.000|1|0|13|3|1|0|0
278|CGCG 010-061|165.24614 |  -2.39680 |G| 13931| 0.046469 |SLS |15.92|  0.000|10|0|35|9|4|2|0
279|WISEA J110059.13-015108.5|165.24639 |  -1.85237 |G| 25558| 0.085251 |SUN |17.13|  0.000|2|0|17|4|2|0|0
280|WISEA J110059.15-050627.2|165.24649 |  -5.10756 |G| 12341| 0.041166 |SUN |18.37|  0.000|2|0|17|4|2|0|0
281|WISEA J110059.21+062519.8|165.24673 |   6.42217 |G| 27992| 0.093370 |SLS |18.6g|  0.000|12|0|40|6|2|4|0
282|WISEA J110059.29+004930.8|165.24708 |   0.82524 |G| 26082| 0.087000 |SUN |18.94|  0.000|1|0|36|6|1|4|0
283|WISEA J110100.60+080505.0|165.25254 |   8.08474 |G| 26582| 0.088669 |SLS |17.0g|  0.000|18|0|62|6|5|10|0
284|LCRS B105828.3-033058|165.25405 |  -3.78485 |G| 16940| 0.056506 |SUN |17.31|  0.000|1|0|22|6|1|0|0
285|LCRS B105828.1-021554|165.25479 |  -2.53393 |G| 20518| 0.068442 |SUN |16.90|  0.000|5|0|33|8|5|2|0
286|WISEA J110101.27+080513.9|165.25533 |   8.08721 |G| 26410| 0.088093 |SLS |18.4g|  0.000|13|0|57|6|3|8|0
287|WISEA J110101.58+023258.0|165.25659 |   2.54945 |G| 23504| 0.078400 |SLS |18.0g|  0.000|10|0|40|6|3|4|0
288|WISEA J110101.69-020643.5|165.25706 |  -2.11211 |G| 29753| 0.099246 |SUN |18.78|  0.000|1|0|19|4|2|0|0
289|WISEA J110101.95+071651.2|165.25817 |   7.28091 |G| 21704| 0.072398 |SLS |17.0g|  0.000|22|0|71|9|6|10|0
290|SDSS J110102.05+095958.2|165.25858 |   9.99953 |G| 22438| 0.074844 |SLS |18.1g|  0.000|14|0|40|4|3|8|0
291|WISEA J110102.25+053442.2|165.25942 |   5.57839 |G| 15318| 0.051096 |SLS |17.3g|  0.000|14|0|36|5|3|4|0
292|WISEA J110102.26+054423.1|165.25944 |   5.73977 |G| 12978| 0.043289 |SLS |18.5g|  0.000|6|0|47|4|3|8|0
293|WISEA J110102.90-004722.2|165.26210 |  -0.78951 |G| 13337| 0.044488 |SLS |17.3g|  0.000|12|0|56|8|5|8|0
294|SDSS J110103.18+092106.0|165.26325 |   9.35168 |G| 11220| 0.037426 |SLS |18.1g|  0.000|14|0|24|4|3|4|0
295|WISEA J110103.22-023044.1|165.26345 |  -2.51226 |G| 20985| 0.070000 |SUN |18.21|  0.000|2|0|17|4|1|0|0
296|WISEA J110103.42-041625.4|165.26428 |  -4.27373 |G| 16758| 0.055900 |SUN |18.91|  0.000|1|0|13|3|1|0|0
297|WISEA J110103.47+083334.0|165.26447 |   8.55946 |G| 10778| 0.035952 |SLS |17.4g|  0.000|13|0|55|6|3|8|0
298|WISEA J110104.40+043244.6|165.26836 |   4.54575 |G| 27767| 0.092620 |SLS |17.6g|  0.000|19|0|71|9|6|10|0
299|SDSS J110104.46+043242.1|165.26862 |   4.54504 |G| 27182| 0.090670 |IFO |18.5g|  0.000|3|0|15|1|1|4|0
300|WISEA J110104.76+085521.5|165.26983 |   8.92264 |G| 20850| 0.069548 |SLS |16.9g|  0.000|18|0|65|7|5|10|0
301|WISEA J110104.79+042910.3|165.26999 |   4.48620 |G| 10829| 0.036122 |SLS |16.5g|  0.000|17|0|68|9|6|10|0
302|WISEA J110105.29+012811.9|165.27206 |   1.47000 |G| 20278| 0.067639 |SLS |17.4g|  0.000|16|0|62|9|4|8|0
303|LCRS B105832.3-021644|165.27227 |  -2.54776 |G| 21026| 0.070135 |SLS |15.67|  0.000|3|0|33|7|3|2|0
304|WISEA J110105.41-024045.4|165.27256 |  -2.67928 |G| 21246| 0.070869 |SUN |18.70|  0.000|2|0|17|4|2|0|0
305|LCRS B105833.5-051844|165.27356 |  -5.58092 |G|  7120| 0.023750 |UUN |17.97|  0.000|3|0|18|5|2|0|0
306|WISEA J110106.13-010218.6|165.27558 |  -1.03851 |G| 20699| 0.069044 |SLS |17.17|  0.000|8|0|36|8|4|2|0
307|WISEA J110106.20+043717.9|165.27587 |   4.62165 |G| 27704| 0.092410 |SLS |18.2g|  0.000|12|0|38|6|3|4|0
308|LCRS B105833.3-022313|165.27634 |  -2.65572 |G| 21160| 0.070582 |SUN |16.66|  0.000|4|0|32|8|4|2|0
309|WISEA J110106.36+015202.8|165.27651 |   1.86744 |G| 11831| 0.039463 |SLS |17.2g|  0.000|18|0|57|9|4|8|0
310|WISEA J110106.40+043515.2|165.27669 |   4.58757 |G| 11833| 0.039469 |SLS |17.5g|  0.000|14|0|53|7|4|8|0
311|CGCG 038-086|165.27732 |   4.63292 |G| 11643| 0.038837 |SLS |15.3 |  0.000|17|0|51|11|6|6|0
312|WISEA J110107.19-025400.0|165.27996 |  -2.90003 |G| 15840| 0.052835 |SUN |17.71|  0.000|2|0|17|4|2|0|0
313|WISEA J110107.31-002511.0|165.28048 |  -0.41975 |G| 13249| 0.044193 |SUN |18.49|  0.000|2|0|21|5|2|0|0
314|WISEA J110107.35-004022.6|165.28067 |  -0.67296 |G| 20946| 0.069867 |SUN |18.9g|  0.000|1|0|36|6|2|4|0
315|WISEA J110107.94+071449.4|165.28309 |   7.24706 |G| 21531| 0.071819 |SLS |18.1g|  0.000|14|0|34|5|3|4|0
316|2MASX J11010812+0525109|165.28382 |   5.41972 |G| 22350| 0.074550 |SLS |17.1g|  0.000|16|0|58|7|5|10|0
317|2MASX J11010852+0502059|165.28546 |   5.03503 |G| 11509| 0.038390 |SLS |16.5g|  0.000|21|0|59|10|8|10|0
318|WISEA J110108.54+030905.1|165.28559 |   3.15142 |G| 22600| 0.075384 |SLS |17.1g|  0.000|16|0|70|8|5|10|0
319|WISEA J110108.56-005045.5|165.28569 |  -0.84598 |G| 20632| 0.068822 |SLS |18.6g|  0.000|11|0|55|8|5|8|0
320|WISEA J110108.81-044045.4|165.28674 |  -4.67929 |G| 20401| 0.068049 |SUN |18.16|  0.000|3|0|28|6|4|2|0
321|WISEA J110109.38-051348.4|165.28909 |  -5.23014 |G| 24073| 0.080300 |SUN |18.52|  0.000|1|0|23|6|1|0|0
322|WISEA J110110.33+090035.9|165.29306 |   9.01000 |G|  9149| 0.030518 |SLS |17.6g|  0.000|12|0|53|5|3|8|0
323|WISEA J110110.07-052631.0|165.29317 |  -5.44210 |G| 16369| 0.054600 |SUN |16.75|  0.000|3|0|44|8|3|2|0
324|WISEA J110110.67+012122.3|165.29449 |   1.35620 |G| 19689| 0.065676 |SLS |17.1g|  0.000|18|0|62|10|4|8|0
325|LCRS B105839.1-062550|165.29541 |  -6.69989 |G| 21730| 0.072482 |PUN |16.30|  0.000|1|0|33|7|1|2|0
326|LCRS B105838.2-022000|165.29685 |  -2.60210 |G| 21110| 0.070415 |SUN |17.16|  0.000|3|0|24|6|2|0|0
327|WISEA J110111.54+012057.5|165.29808 |   1.34931 |G| 19516| 0.065100 |SUN |17.95|  0.000|6|0|42|7|1|4|0
328|LCRS B105840.2-062331|165.29992 |  -6.66117 |G|  9729| 0.032452 |SLS |15.10|  0.000|8|0|33|9|5|2|0
329|CGCG 038-087 NED01|165.30131 |   3.55348 |G|  6543| 0.021826 |SLS |16.7g|  0.000|21|0|33|10|9|4|0
330|VIII Zw 117|165.30150 |   9.76576 |G|  9267| 0.030910 |SLS |16.2g|  0.000|20|1|63|6|6|10|0
331|LCSB S1492O|165.30192 |  -5.84587 |G|  7045| 0.023500 |SUN |15.56|  0.000|10|0|33|9|3|2|0
332|LCRS B105840.5-032230|165.30350 |  -3.64367 |G| 13844| 0.046179 |SUN |17.04|  0.000|2|0|6|4|2|0|0
333|2dFGRS N164Z127|165.30408 |  -4.28539 |GPair| 20653| 0.068891 |SUN |17.64|  0.000|1|0|1|2|2|0|1
334|LCRS B105841.4-064111|165.30458 |  -6.95541 |G| 26954| 0.089908 |PUN |16.70|  0.000|2|0|29|6|1|2|0
335|2MFGC 08595|165.30475 |  -3.29181 |G| 27771| 0.092634 |SUN |16.80|  0.000|5|0|27|7|3|2|0
336|2MASS J11011319+0304142|165.30515 |   3.07067 |G| 10039| 0.033487 |SLS |16.8g|  0.000|13|0|48|6|3|8|0
337|2MASX J11011327+0631194|165.30529 |   6.52205 |G| 17402| 0.058048 |SLS |17.8g|  0.000|17|0|55|7|5|10|0
338|WISEA J110113.61+055327.2|165.30674 |   5.89091 |G| 22462| 0.074926 |SLS |18.3g|  0.000|12|0|54|5|3|8|0
339|WISEA J110113.63+091746.4|165.30682 |   9.29622 |G| 10620| 0.035424 |SUN |16.7g|  0.000|21|0|63|9|6|10|0
340|WISEA J110113.65+082356.6|165.30690 |   8.39906 |G|  9323| 0.031099 |SLS |17.6g|  0.000|11|0|40|6|3|4|0
341|WISEA J110114.09+091554.0|165.30871 |   9.26502 |G| 10878| 0.036286 |SUN |16.3g|  0.000|22|0|63|10|7|10|0
342|LCRS B105841.4-021922|165.30993 |  -2.59163 |G| 21045| 0.070200 |SUN |17.67|  0.000|0|0|24|6|1|0|0
343|WISEA J110114.53-090456.2|165.31056 |  -9.08229 |G| 17216| 0.057428 |PUN |16.08|  0.000|2|0|31|5|1|2|0
344|WISEA J110114.79+093553.4|165.31165 |   9.59818 |G| 29750| 0.099235 |SLS |18.7g|  0.000|12|0|53|5|3|8|0
345|WISEA J110115.02+001911.4|165.31259 |   0.31984 |G| 25696| 0.085711 |SLS |17.6g|  0.000|17|0|75|9|4|10|0
346|WISEA J110115.10-015658.7|165.31293 |  -1.94965 |G| 13880| 0.046300 |SUN |19.31|  0.000|1|0|17|4|1|0|0
347|WISEA J110115.42+055235.7|165.31427 |   5.87660 |G| 22786| 0.076006 |SLS |18.2g|  0.000|14|0|62|5|3|10|0
348|WISEA J110115.43-043914.3|165.31433 |  -4.65399 |G| 20416| 0.068100 |SUN |16.62|  0.000|3|0|32|7|3|2|0
349|WISEA J110115.58-011437.5|165.31493 |  -1.24375 |G| 20722| 0.069122 |SLS |18.0g|  0.000|6|0|43|8|5|4|0
350|WISEA J110115.87+081540.9|165.31616 |   8.26137 |G| 25878| 0.086319 |SLS |17.7g|  0.000|14|0|56|6|3|8|0
351|WISEA J110115.97-020623.4|165.31656 |  -2.10653 |G| 10883| 0.036301 |SUN |18.90|  0.000|1|0|17|4|2|0|0
352|NGC 3495|165.31746 |   3.62811 |G|  1128| 0.003763 |S1L |12.41|  0.000|174|5|77|34|25|6|0
353|WISEA J110116.26+055149.5|165.31777 |   5.86377 |G| 22657| 0.075575 |SLS |18.6g|  0.000|14|0|54|5|3|8|0
354|2MASX J11011638-0442490|165.31824 |  -4.71345 |G| 14930| 0.049800 |SUN |16.81|  0.000|5|0|20|6|3|2|0
355|WISEA J110116.40+065737.4|165.31834 |   6.96040 |G| 14738| 0.049160 |SLS |17.5g|  0.000|16|0|53|7|5|8|0
356|WISEA J110116.49-040135.7|165.31873 |  -4.02659 |G| 27176| 0.090650 |SUN |19.21|  0.000|1|0|19|4|2|0|0
357|WISEA J110116.53+082839.6|165.31888 |   8.47769 |G| 18482| 0.061649 |SLS |18.1g|  0.000|13|0|61|7|3|8|0
358|CGCG 038-087 NED02|165.31922 |   3.56290 |G| 11868| 0.039588 |SLS |16.0g|  0.000|27|0|73|11|8|10|0
359|WISEA J110116.90+060422.1|165.32045 |   6.07281 |G|  2494| 0.008320 |SLS |17.9g|  0.000|15|0|47|10|8|8|0
360|LCRS B105845.3-052229|165.32276 |  -5.64354 |G| 16220| 0.054104 |SUN |16.79|  0.000|1|0|23|4|1|0|0
361|WISEA J110117.55+030939.3|165.32314 |   3.16093 |G| 11296| 0.037679 |SLS |17.3g|  0.000|15|0|41|9|5|4|0
362|WISEA J110117.55-053817.7|165.32317 |  -5.63826 |G| 16459| 0.054900 |SUN |18.77|  0.000|1|0|17|4|1|0|0
363|WISEA J110117.83+055302.5|165.32433 |   5.88404 |G| 22928| 0.076480 |SLS |18.6g|  0.000|12|0|47|4|2|8|0
364|WISEA J110117.86+055206.6|165.32444 |   5.86853 |G| 22682| 0.075658 |SLS |16.1g|  0.000|30|0|67|12|11|10|0
365|WISEA J110118.16+091712.0|165.32570 |   9.28669 |G| 10852| 0.036199 |SUN |15.5g|  0.000|28|0|67|12|8|10|0
366|WISEA J110118.50-013446.6|165.32712 |  -1.57964 |G| 13578| 0.045290 |SUN |19.44|  0.000|1|0|13|3|2|0|0
367|WISEA J110119.08+041502.7|165.32950 |   4.25075 |G| 15836| 0.052822 |SLS |17.1g|  0.000|14|0|38|7|4|4|0
368|WISEA J110119.76+000325.4|165.33236 |   0.05707 |G| 22214| 0.074098 |SLS |17.0g|  0.000|13|0|71|10|6|10|0
369|WISEA J110120.03+055153.6|165.33349 |   5.86490 |G| 23094| 0.077034 |SLS |18.5g|  0.000|13|0|54|5|2|8|0
370|SDSS J110120.43+033619.3|165.33514 |   3.60537 |*| 15854| 0.052883 |SLS |19.7g|  0.000|0|0|9|4|2|4|0
371|WISEA J110120.50-022420.1|165.33542 |  -2.40560 |G| 14198| 0.047359 |SUN |18.20|  0.000|1|0|22|6|2|0|0
372|CGCG 038-089|165.33838 |   3.04054 |G| 11880| 0.039627 |SLS |15.0g|  0.000|38|0|73|19|13|10|0
373|WISEA J110121.45+095240.8|165.33940 |   9.87801 |G| 25392| 0.084699 |SLS |18.7g|  0.000|9|0|53|5|3|8|0
374|WISEA J110121.49+052310.1|165.33957 |   5.38615 |G| 22474| 0.074964 |SLS |18.1g|  0.000|12|0|55|6|2|8|0
375|WISEA J110121.67+032507.2|165.34033 |   3.41867 |G| 15940| 0.053169 |SLS |21.5g|  0.000|5|0|43|5|3|8|0
376|WISEA J110122.01-010824.9|165.34172 |  -1.14026 |G| 22105| 0.073734 |SLS |15.9g|  0.000|29|0|79|12|9|10|0
377|2MASS J11012212+0918290|165.34221 |   9.30806 |G| 10985| 0.036642 |SLS |17.1g|  0.000|18|0|42|7|3|8|0
378|2MASX J11012232+0918264|165.34290 |   9.30736 |G|  9489| 0.031651 |PUN |     |  0.000|1|0|9|2|1|2|0
379|2MASS J11012230+0918262|165.34293 |   9.30729 |G| 10687| 0.035649 |SUN |16.1g|  0.000|9|0|21|7|3|4|0
380|LCRS B105849.9-024707|165.34522 |  -3.05402 |G| 13870| 0.046265 |SUN |16.06|  0.000|2|0|20|6|2|0|0
381|WISEA J110123.08-010554.5|165.34617 |  -1.09850 |G| 22316| 0.074438 |SLS |17.2g|  0.000|20|0|72|10|7|10|0
382|WISEA J110123.27+043314.9|165.34698 |   4.55414 |G| 11579| 0.038624 |SLS |16.0g|  0.000|26|0|64|9|7|10|0
383|LCRS B105850.8-030005|165.34861 |  -3.27018 |G|  9808| 0.032716 |SLS |16.27|  0.000|5|0|28|5|3|2|0
384|2dFGRS N230Z070|165.34867 |  -3.27133 |GPair|  9653| 0.032200 |SUN |15.89|  0.000|1|0|1|2|1|0|0
385|WISEA J110123.72-022042.5|165.34887 |  -2.34514 |G| 13809| 0.046062 |SUN |17.14|  0.000|4|0|31|7|4|2|0
386|LCRS B105851.0-030020|165.34914 |  -3.27435 |G| 21020| 0.070115 |SUN |16.26|  0.000|3|0|28|5|2|2|0
387|SDSS J110123.85-001924.4|165.34940 |  -0.32346 |G| 25093| 0.083700 |SLS |20.7g|  0.000|1|0|23|3|1|4|0
388|WISEA J110124.06-045046.2|165.35026 |  -4.84618 |G| 20571| 0.068616 |SUN |19.17|  0.000|1|0|17|4|2|0|0
389|WISEA J110124.50-010759.8|165.35212 |  -1.13329 |G| 21855| 0.072900 |SUN |17.0g|  0.000|9|0|51|8|3|6|0
390|GALEXASC J110125.11-051741.0  |165.35450 |  -5.29497 |G| 27221| 0.090800 |SUN |19.48|  0.000|1|0|5|3|1|0|0
391|WISEA J110125.60+053910.3|165.35662 |   5.65280 |G|  6625| 0.022100 |SUN |19.0g|  0.000|1|0|31|4|2|4|0
392|CGCG 010-062|165.35861 |  -2.21454 |G| 10795| 0.036008 |UUN |15.5b|  0.000|12|1|36|9|8|2|0
393|WISEA J110126.29+074347.1|165.35958 |   7.72976 |G| 26527| 0.088484 |SLS |17.6g|  0.000|13|0|54|6|3|8|0
394|WISEA J110126.34-015423.4|165.35976 |  -1.90651 |G| 25850| 0.086227 |SUN |17.99|  0.000|3|0|28|6|4|2|0
395|WISEA J110126.46+094719.6|165.36025 |   9.78879 |G|  8147| 0.027175 |SLS |15.5g|  0.000|47|0|71|12|13|10|0
